PadID	CoboID	AsadID	AgetID	ChannelID	y[0]	z[0]	y[1]	z[1]	y[2]	z[2]	y[3]	z[3]/cm
2082	0	0	0	61	-13.923	16.022	-13.223	16.022	-13.573	16.628	-13.923	16.022
2083	0	0	0	48	-13.561	16.628	-12.861	16.628	-13.211	16.022	-13.561	16.628
2084	0	0	0	67	-13.2	16.022	-12.5	16.022	-12.85	16.628	-13.2	16.022
2085	0	0	0	50	-12.838	16.628	-12.138	16.628	-12.488	16.022	-12.838	16.628
2086	0	0	0	63	-12.477	16.022	-11.777	16.022	-12.127	16.628	-12.477	16.022
2087	0	0	0	52	-12.115	16.628	-11.415	16.628	-11.765	16.022	-12.115	16.628
2088	0	0	0	65	-11.754	16.022	-11.054	16.022	-11.404	16.628	-11.754	16.022
2089	0	0	0	54	-11.392	16.628	-10.692	16.628	-11.042	16.022	-11.392	16.628
2090	0	0	0	46	-11.031	16.022	-10.331	16.022	-10.681	16.628	-11.031	16.022
2091	0	0	0	33	-10.669	16.628	-9.969	16.628	-10.319	16.022	-10.669	16.628
2092	0	0	0	27	-10.307	16.022	-9.607	16.022	-9.957	16.628	-10.307	16.022
2093	0	0	0	16	-9.946	16.628	-9.246	16.628	-9.596	16.022	-9.946	16.628
2094	0	0	0	7	-9.584	16.022	-8.884	16.022	-9.234	16.628	-9.584	16.022
2095	0	0	0	1	-9.223	16.628	-8.523	16.628	-8.873	16.022	-9.223	16.628
2096	0	0	1	67	-8.861	16.022	-8.161	16.022	-8.511	16.628	-8.861	16.022
2097	0	0	1	61	-8.5	16.628	-7.8	16.628	-8.15	16.022	-8.5	16.628
2098	0	0	1	50	-8.138	16.022	-7.438	16.022	-7.788	16.628	-8.138	16.022
2099	0	0	1	43	-7.777	16.628	-7.077	16.628	-7.427	16.022	-7.777	16.628
2100	0	0	1	31	-7.415	16.022	-6.715	16.022	-7.065	16.628	-7.415	16.022
2101	0	0	1	25	-7.054	16.628	-6.354	16.628	-6.704	16.022	-7.054	16.628
2102	0	0	1	12	-6.692	16.022	-5.992	16.022	-6.342	16.628	-6.692	16.022
2103	0	0	1	14	-6.33	16.628	-5.63	16.628	-5.98	16.022	-6.33	16.628
2104	0	0	1	1	-5.969	16.022	-5.269	16.022	-5.619	16.628	-5.969	16.022
2105	0	0	1	16	-5.607	16.628	-4.907	16.628	-5.257	16.022	-5.607	16.628
2106	0	0	1	7	-5.246	16.022	-4.546	16.022	-4.896	16.628	-5.246	16.022
2107	0	0	1	18	-4.884	16.628	-4.184	16.628	-4.534	16.022	-4.884	16.628
2108	0	0	1	3	-4.523	16.022	-3.823	16.022	-4.173	16.628	-4.523	16.022
2109	0	0	1	9	-4.161	16.628	-3.461	16.628	-3.811	16.022	-4.161	16.628
2110	0	0	1	5	-3.8	16.022	-3.1	16.022	-3.45	16.628	-3.8	16.022
2111	0	0	1	20	-3.438	16.628	-2.738	16.628	-3.088	16.022	-3.438	16.628
2112	1	3	2	13	-3.077	16.022	-2.377	16.022	-2.727	16.628	-3.077	16.022
2113	1	3	2	21	-2.715	16.628	-2.015	16.628	-2.365	16.022	-2.715	16.628
2114	1	3	2	24	-2.353	16.022	-1.653	16.022	-2.003	16.628	-2.353	16.022
2115	1	3	2	36	-1.992	16.628	-1.292	16.628	-1.642	16.022	-1.992	16.628
2116	3	3	2	32	-1.63	16.022	-0.93	16.022	-1.28	16.628	-1.63	16.022
2117	3	3	2	30	-1.269	16.628	-0.569	16.628	-0.919	16.022	-1.269	16.628
2118	3	3	2	17	-0.907	16.022	-0.207	16.022	-0.557	16.628	-0.907	16.022
2119	3	3	2	15	-0.546	16.628	0.154	16.628	-0.196	16.022	-0.546	16.628
2120	3	3	2	14	-0.184	16.022	0.516	16.022	0.166	16.628	-0.184	16.022
2121	3	3	2	23	0.177	16.628	0.877	16.628	0.527	16.022	0.177	16.628
2122	3	3	2	25	0.539	16.022	1.239	16.022	0.889	16.628	0.539	16.022
2123	3	3	2	37	0.901	16.628	1.601	16.628	1.251	16.022	0.901	16.628
2124	1	3	2	33	1.262	16.022	1.962	16.022	1.612	16.628	1.262	16.022
2125	1	3	2	31	1.624	16.628	2.324	16.628	1.974	16.022	1.624	16.628
2126	1	3	2	18	1.985	16.022	2.685	16.022	2.335	16.628	1.985	16.022
2127	1	3	2	16	2.347	16.628	3.047	16.628	2.697	16.022	2.347	16.628
2128	2	0	2	59	2.708	16.022	3.408	16.022	3.058	16.628	2.708	16.022
2129	2	0	2	57	3.07	16.628	3.77	16.628	3.42	16.022	3.07	16.628
2130	2	0	2	61	3.431	16.022	4.131	16.022	3.781	16.628	3.431	16.022
2131	2	0	2	48	3.793	16.628	4.493	16.628	4.143	16.022	3.793	16.628
2132	2	0	2	67	4.154	16.022	4.854	16.022	4.504	16.628	4.154	16.022
2133	2	0	2	50	4.516	16.628	5.216	16.628	4.866	16.022	4.516	16.628
2134	2	0	2	63	4.878	16.022	5.578	16.022	5.228	16.628	4.878	16.022
2135	2	0	2	52	5.239	16.628	5.939	16.628	5.589	16.022	5.239	16.628
2136	2	0	2	65	5.601	16.022	6.301	16.022	5.951	16.628	5.601	16.022
2137	2	0	2	54	5.962	16.628	6.662	16.628	6.312	16.022	5.962	16.628
2138	2	0	2	46	6.324	16.022	7.024	16.022	6.674	16.628	6.324	16.022
2139	2	0	2	33	6.685	16.628	7.385	16.628	7.035	16.022	6.685	16.628
2140	2	0	2	27	7.047	16.022	7.747	16.022	7.397	16.628	7.047	16.022
2141	2	0	2	16	7.408	16.628	8.108	16.628	7.758	16.022	7.408	16.628
2142	2	0	2	7	7.77	16.022	8.47	16.022	8.12	16.628	7.77	16.022
2143	2	0	2	1	8.131	16.628	8.831	16.628	8.481	16.022	8.131	16.628
2144	2	0	3	67	8.493	16.022	9.193	16.022	8.843	16.628	8.493	16.022
2145	2	0	3	61	8.855	16.628	9.555	16.628	9.205	16.022	8.855	16.628
2146	2	0	3	50	9.216	16.022	9.916	16.022	9.566	16.628	9.216	16.022
2147	2	0	3	43	9.578	16.628	10.278	16.628	9.928	16.022	9.578	16.628
2148	2	0	3	31	9.939	16.022	10.639	16.022	10.289	16.628	9.939	16.022
2149	2	0	3	25	10.301	16.628	11.001	16.628	10.651	16.022	10.301	16.628
2150	2	0	3	12	10.662	16.022	11.362	16.022	11.012	16.628	10.662	16.022
2151	2	0	3	14	11.024	16.628	11.724	16.628	11.374	16.022	11.024	16.628
2152	2	0	3	1	11.385	16.022	12.085	16.022	11.735	16.628	11.385	16.022
2153	2	0	3	16	11.747	16.628	12.447	16.628	12.097	16.022	11.747	16.628
2154	2	0	3	7	12.108	16.022	12.808	16.022	12.458	16.628	12.108	16.022
2155	2	0	3	18	12.47	16.628	13.17	16.628	12.82	16.022	12.47	16.628
2156	2	0	3	3	12.832	16.022	13.532	16.022	13.182	16.628	12.832	16.022
2157	2	0	3	9	13.193	16.628	13.893	16.628	13.543	16.022	13.193	16.628
2158	2	0	3	5	13.555	16.022	14.255	16.022	13.905	16.628	13.555	16.022
2159	2	0	3	20	13.916	16.628	14.616	16.628	14.266	16.022	13.916	16.628
2160	0	0	0	31	-14.646	17.244	-13.946	17.244	-14.296	16.638	-14.646	17.244
2161	0	0	0	43	-14.284	16.638	-13.584	16.638	-13.934	17.244	-14.284	16.638
2162	0	0	0	29	-13.923	17.244	-13.223	17.244	-13.573	16.638	-13.923	17.244
2163	0	0	0	41	-13.561	16.638	-12.861	16.638	-13.211	17.244	-13.561	16.638
2164	0	0	0	23	-13.2	17.244	-12.5	17.244	-12.85	16.638	-13.2	17.244
2165	0	0	0	39	-12.838	16.638	-12.138	16.638	-12.488	17.244	-12.838	16.638
2166	0	0	0	20	-12.477	17.244	-11.777	17.244	-12.127	16.638	-12.477	17.244
2167	0	0	0	37	-12.115	16.638	-11.415	16.638	-11.765	17.244	-12.115	16.638
2168	0	0	0	14	-11.754	17.244	-11.054	17.244	-11.404	16.638	-11.754	17.244
2169	0	0	0	35	-11.392	16.638	-10.692	16.638	-11.042	17.244	-11.392	16.638
2170	0	0	0	18	-11.031	17.244	-10.331	17.244	-10.681	16.638	-11.031	17.244
2171	0	0	0	25	-10.669	16.638	-9.969	16.638	-10.319	17.244	-10.669	16.638
2172	0	0	0	12	-10.307	17.244	-9.607	17.244	-9.957	16.638	-10.307	17.244
2173	0	0	0	9	-9.946	16.638	-9.246	16.638	-9.596	17.244	-9.946	16.638
2174	0	0	0	5	-9.584	17.244	-8.884	17.244	-9.234	16.638	-9.584	17.244
2175	0	0	0	3	-9.223	16.638	-8.523	16.638	-8.873	17.244	-9.223	16.638
2176	0	0	1	65	-8.861	17.244	-8.161	17.244	-8.511	16.638	-8.861	17.244
2177	0	0	1	63	-8.5	16.638	-7.8	16.638	-8.15	17.244	-8.5	16.638
2178	0	0	1	59	-8.138	17.244	-7.438	17.244	-7.788	16.638	-8.138	17.244
2179	0	0	1	54	-7.777	16.638	-7.077	16.638	-7.427	17.244	-7.777	16.638
2180	0	0	1	52	-7.415	17.244	-6.715	17.244	-7.065	16.638	-7.415	17.244
2181	0	0	1	37	-7.054	16.638	-6.354	16.638	-6.704	17.244	-7.054	16.638
2182	0	0	1	57	-6.692	17.244	-5.992	17.244	-6.342	16.638	-6.692	17.244
2183	0	0	1	35	-6.33	16.638	-5.63	16.638	-5.98	17.244	-6.33	16.638
2184	0	0	1	48	-5.969	17.244	-5.269	17.244	-5.619	16.638	-5.969	17.244
2185	0	0	1	33	-5.607	16.638	-4.907	16.638	-5.257	17.244	-5.607	16.638
2186	0	0	1	46	-5.246	17.244	-4.546	17.244	-4.896	16.638	-5.246	17.244
2187	0	0	1	29	-4.884	16.638	-4.184	16.638	-4.534	17.244	-4.884	16.638
2188	0	0	1	41	-4.523	17.244	-3.823	17.244	-4.173	16.638	-4.523	17.244
2189	0	0	1	27	-4.161	16.638	-3.461	16.638	-3.811	17.244	-4.161	16.638
2190	0	0	1	39	-3.8	17.244	-3.1	17.244	-3.45	16.638	-3.8	17.244
2191	0	0	1	23	-3.438	16.638	-2.738	16.638	-3.088	17.244	-3.438	16.638
2192	1	3	2	19	-3.077	17.244	-2.377	17.244	-2.727	16.638	-3.077	17.244
2193	1	3	2	32	-2.715	16.638	-2.015	16.638	-2.365	17.244	-2.715	16.638
2194	1	3	2	44	-2.353	17.244	-1.653	17.244	-2.003	16.638	-2.353	17.244
2195	1	3	2	47	-1.992	16.638	-1.292	16.638	-1.642	17.244	-1.992	16.638
2196	3	3	2	53	-1.63	17.244	-0.93	17.244	-1.28	16.638	-1.63	17.244
2197	3	3	2	40	-1.269	16.638	-0.569	16.638	-0.919	17.244	-1.269	16.638
2198	3	3	2	36	-0.907	17.244	-0.207	17.244	-0.557	16.638	-0.907	17.244
2199	3	3	2	21	-0.546	16.638	0.154	16.638	-0.196	17.244	-0.546	16.638
2200	3	3	2	20	-0.184	17.244	0.516	17.244	0.166	16.638	-0.184	17.244
2201	3	3	2	33	0.177	16.638	0.877	16.638	0.527	17.244	0.177	16.638
2202	3	3	2	46	0.539	17.244	1.239	17.244	0.889	16.638	0.539	17.244
2203	3	3	2	48	0.901	16.638	1.601	16.638	1.251	17.244	0.901	16.638
2204	1	3	2	54	1.262	17.244	1.962	17.244	1.612	16.638	1.262	17.244
2205	1	3	2	41	1.624	16.638	2.324	16.638	1.974	17.244	1.624	16.638
2206	1	3	2	37	1.985	17.244	2.685	17.244	2.335	16.638	1.985	17.244
2207	1	3	2	23	2.347	16.638	3.047	16.638	2.697	17.244	2.347	16.638
2208	2	0	2	31	2.708	17.244	3.408	17.244	3.058	16.638	2.708	17.244
2209	2	0	2	43	3.07	16.638	3.77	16.638	3.42	17.244	3.07	16.638
2210	2	0	2	29	3.431	17.244	4.131	17.244	3.781	16.638	3.431	17.244
2211	2	0	2	41	3.793	16.638	4.493	16.638	4.143	17.244	3.793	16.638
2212	2	0	2	23	4.154	17.244	4.854	17.244	4.504	16.638	4.154	17.244
2213	2	0	2	39	4.516	16.638	5.216	16.638	4.866	17.244	4.516	16.638
2214	2	0	2	20	4.878	17.244	5.578	17.244	5.228	16.638	4.878	17.244
2215	2	0	2	37	5.239	16.638	5.939	16.638	5.589	17.244	5.239	16.638
2216	2	0	2	14	5.601	17.244	6.301	17.244	5.951	16.638	5.601	17.244
2217	2	0	2	35	5.962	16.638	6.662	16.638	6.312	17.244	5.962	16.638
2218	2	0	2	18	6.324	17.244	7.024	17.244	6.674	16.638	6.324	17.244
2219	2	0	2	25	6.685	16.638	7.385	16.638	7.035	17.244	6.685	16.638
2220	2	0	2	12	7.047	17.244	7.747	17.244	7.397	16.638	7.047	17.244
2221	2	0	2	9	7.408	16.638	8.108	16.638	7.758	17.244	7.408	16.638
2222	2	0	2	5	7.77	17.244	8.47	17.244	8.12	16.638	7.77	17.244
2223	2	0	2	3	8.131	16.638	8.831	16.638	8.481	17.244	8.131	16.638
2224	2	0	3	65	8.493	17.244	9.193	17.244	8.843	16.638	8.493	17.244
2225	2	0	3	63	8.855	16.638	9.555	16.638	9.205	17.244	8.855	16.638
2226	2	0	3	59	9.216	17.244	9.916	17.244	9.566	16.638	9.216	17.244
2227	2	0	3	54	9.578	16.638	10.278	16.638	9.928	17.244	9.578	16.638
2228	2	0	3	52	9.939	17.244	10.639	17.244	10.289	16.638	9.939	17.244
2229	2	0	3	37	10.301	16.638	11.001	16.638	10.651	17.244	10.301	16.638
2230	2	0	3	57	10.662	17.244	11.362	17.244	11.012	16.638	10.662	17.244
2231	2	0	3	35	11.024	16.638	11.724	16.638	11.374	17.244	11.024	16.638
2232	2	0	3	48	11.385	17.244	12.085	17.244	11.735	16.638	11.385	17.244
2233	2	0	3	33	11.747	16.638	12.447	16.638	12.097	17.244	11.747	16.638
2234	2	0	3	46	12.108	17.244	12.808	17.244	12.458	16.638	12.108	17.244
2235	2	0	3	29	12.47	16.638	13.17	16.638	12.82	17.244	12.47	16.638
2236	2	0	3	41	12.832	17.244	13.532	17.244	13.182	16.638	12.832	17.244
2237	2	0	3	27	13.193	16.638	13.893	16.638	13.543	17.244	13.193	16.638
2238	2	0	3	39	13.555	17.244	14.255	17.244	13.905	16.638	13.555	17.244
2239	2	0	3	23	13.916	16.638	14.616	16.638	14.266	17.244	13.916	16.638
2240	0	0	2	30	-14.646	17.254	-13.946	17.254	-14.296	17.86	-14.646	17.254
2241	0	0	2	42	-14.284	17.86	-13.584	17.86	-13.934	17.254	-14.284	17.86
2242	0	0	2	28	-13.923	17.254	-13.223	17.254	-13.573	17.86	-13.923	17.254
2243	0	0	2	40	-13.561	17.86	-12.861	17.86	-13.211	17.254	-13.561	17.86
2244	0	0	2	21	-13.2	17.254	-12.5	17.254	-12.85	17.86	-13.2	17.254
2245	0	0	2	38	-12.838	17.86	-12.138	17.86	-12.488	17.254	-12.838	17.86
2246	0	0	2	19	-12.477	17.254	-11.777	17.254	-12.127	17.86	-12.477	17.254
2247	0	0	2	36	-12.115	17.86	-11.415	17.86	-11.765	17.254	-12.115	17.86
2248	0	0	2	13	-11.754	17.254	-11.054	17.254	-11.404	17.86	-11.754	17.254
2249	0	0	2	34	-11.392	17.86	-10.692	17.86	-11.042	17.254	-11.392	17.86
2250	0	0	2	17	-11.031	17.254	-10.331	17.254	-10.681	17.86	-11.031	17.254
2251	0	0	2	24	-10.669	17.86	-9.969	17.86	-10.319	17.254	-10.669	17.86
2252	0	0	2	10	-10.307	17.254	-9.607	17.254	-9.957	17.86	-10.307	17.254
2253	0	0	2	8	-9.946	17.86	-9.246	17.86	-9.596	17.254	-9.946	17.86
2254	0	0	2	4	-9.584	17.254	-8.884	17.254	-9.234	17.86	-9.584	17.254
2255	0	0	2	2	-9.223	17.86	-8.523	17.86	-8.873	17.254	-9.223	17.86
2256	0	0	3	64	-8.861	17.254	-8.161	17.254	-8.511	17.86	-8.861	17.254
2257	0	0	3	62	-8.5	17.86	-7.8	17.86	-8.15	17.254	-8.5	17.86
2258	0	0	3	58	-8.138	17.254	-7.438	17.254	-7.788	17.86	-8.138	17.254
2259	0	0	3	53	-7.777	17.86	-7.077	17.86	-7.427	17.254	-7.777	17.86
2260	0	0	3	51	-7.415	17.254	-6.715	17.254	-7.065	17.86	-7.415	17.254
2261	0	0	3	36	-7.054	17.86	-6.354	17.86	-6.704	17.254	-7.054	17.86
2262	0	0	3	55	-6.692	17.254	-5.992	17.254	-6.342	17.86	-6.692	17.254
2263	0	0	3	34	-6.33	17.86	-5.63	17.86	-5.98	17.254	-6.33	17.86
2264	0	0	3	47	-5.969	17.254	-5.269	17.254	-5.619	17.86	-5.969	17.254
2265	0	0	3	32	-5.607	17.86	-4.907	17.86	-5.257	17.254	-5.607	17.86
2266	0	0	3	44	-5.246	17.254	-4.546	17.254	-4.896	17.86	-5.246	17.254
2267	0	0	3	28	-4.884	17.86	-4.184	17.86	-4.534	17.254	-4.884	17.86
2268	0	0	3	40	-4.523	17.254	-3.823	17.254	-4.173	17.86	-4.523	17.254
2269	0	0	3	26	-4.161	17.86	-3.461	17.86	-3.811	17.254	-4.161	17.86
2270	0	0	3	38	-3.8	17.254	-3.1	17.254	-3.45	17.86	-3.8	17.254
2271	0	0	3	21	-3.438	17.86	-2.738	17.86	-3.088	17.254	-3.438	17.86
2272	1	3	2	26	-3.077	17.254	-2.377	17.254	-2.727	17.86	-3.077	17.254
2273	1	3	2	38	-2.715	17.86	-2.015	17.86	-2.365	17.254	-2.715	17.86
2274	1	3	2	51	-2.353	17.254	-1.653	17.254	-2.003	17.86	-2.353	17.254
2275	1	3	2	66	-1.992	17.86	-1.292	17.86	-1.642	17.254	-1.992	17.86
2276	3	3	2	64	-1.63	17.254	-0.93	17.254	-1.28	17.86	-1.63	17.254
2277	3	3	2	55	-1.269	17.86	-0.569	17.86	-0.919	17.254	-1.269	17.86
2278	3	3	2	38	-0.907	17.254	-0.207	17.254	-0.557	17.86	-0.907	17.254
2279	3	3	2	24	-0.546	17.86	0.154	17.86	-0.196	17.254	-0.546	17.86
2280	3	3	2	27	-0.184	17.254	0.516	17.254	0.166	17.86	-0.184	17.254
2281	3	3	2	39	0.177	17.86	0.877	17.86	0.527	17.254	0.177	17.86
2282	3	3	2	52	0.539	17.254	1.239	17.254	0.889	17.86	0.539	17.254
2283	3	3	2	67	0.901	17.86	1.601	17.86	1.251	17.254	0.901	17.86
2284	1	3	2	65	1.262	17.254	1.962	17.254	1.612	17.86	1.262	17.254
2285	1	3	2	57	1.624	17.86	2.324	17.86	1.974	17.254	1.624	17.86
2286	1	3	2	39	1.985	17.254	2.685	17.254	2.335	17.86	1.985	17.254
2287	1	3	2	25	2.347	17.86	3.047	17.86	2.697	17.254	2.347	17.86
2288	2	0	0	30	2.708	17.254	3.408	17.254	3.058	17.86	2.708	17.254
2289	2	0	0	42	3.07	17.86	3.77	17.86	3.42	17.254	3.07	17.86
2290	2	0	0	28	3.431	17.254	4.131	17.254	3.781	17.86	3.431	17.254
2291	2	0	0	40	3.793	17.86	4.493	17.86	4.143	17.254	3.793	17.86
2292	2	0	0	21	4.154	17.254	4.854	17.254	4.504	17.86	4.154	17.254
2293	2	0	0	38	4.516	17.86	5.216	17.86	4.866	17.254	4.516	17.86
2294	2	0	0	19	4.878	17.254	5.578	17.254	5.228	17.86	4.878	17.254
2295	2	0	0	36	5.239	17.86	5.939	17.86	5.589	17.254	5.239	17.86
2296	2	0	0	13	5.601	17.254	6.301	17.254	5.951	17.86	5.601	17.254
2297	2	0	0	34	5.962	17.86	6.662	17.86	6.312	17.254	5.962	17.86
2298	2	0	0	17	6.324	17.254	7.024	17.254	6.674	17.86	6.324	17.254
2299	2	0	0	24	6.685	17.86	7.385	17.86	7.035	17.254	6.685	17.86
2300	2	0	0	10	7.047	17.254	7.747	17.254	7.397	17.86	7.047	17.254
2301	2	0	0	8	7.408	17.86	8.108	17.86	7.758	17.254	7.408	17.86
2302	2	0	0	4	7.77	17.254	8.47	17.254	8.12	17.86	7.77	17.254
2303	2	0	0	2	8.131	17.86	8.831	17.86	8.481	17.254	8.131	17.86
2304	2	0	1	64	8.493	17.254	9.193	17.254	8.843	17.86	8.493	17.254
2305	2	0	1	62	8.855	17.86	9.555	17.86	9.205	17.254	8.855	17.86
2306	2	0	1	58	9.216	17.254	9.916	17.254	9.566	17.86	9.216	17.254
2307	2	0	1	53	9.578	17.86	10.278	17.86	9.928	17.254	9.578	17.86
2308	2	0	1	51	9.939	17.254	10.639	17.254	10.289	17.86	9.939	17.254
2309	2	0	1	36	10.301	17.86	11.001	17.86	10.651	17.254	10.301	17.86
2310	2	0	1	55	10.662	17.254	11.362	17.254	11.012	17.86	10.662	17.254
2311	2	0	1	34	11.024	17.86	11.724	17.86	11.374	17.254	11.024	17.86
2312	2	0	1	47	11.385	17.254	12.085	17.254	11.735	17.86	11.385	17.254
2313	2	0	1	32	11.747	17.86	12.447	17.86	12.097	17.254	11.747	17.86
2314	2	0	1	44	12.108	17.254	12.808	17.254	12.458	17.86	12.108	17.254
2315	2	0	1	28	12.47	17.86	13.17	17.86	12.82	17.254	12.47	17.86
2316	2	0	1	40	12.832	17.254	13.532	17.254	13.182	17.86	12.832	17.254
2317	2	0	1	26	13.193	17.86	13.893	17.86	13.543	17.254	13.193	17.86
2318	2	0	1	38	13.555	17.254	14.255	17.254	13.905	17.86	13.555	17.254
2319	2	0	1	21	13.916	17.86	14.616	17.86	14.266	17.254	13.916	17.86
2320	0	0	2	58	-14.646	18.477	-13.946	18.477	-14.296	17.87	-14.646	18.477
2321	0	0	2	55	-14.284	17.87	-13.584	17.87	-13.934	18.477	-14.284	17.87
2322	0	0	2	60	-13.923	18.477	-13.223	18.477	-13.573	17.87	-13.923	18.477
2323	0	0	2	47	-13.561	17.87	-12.861	17.87	-13.211	18.477	-13.561	17.87
2324	0	0	2	62	-13.2	18.477	-12.5	18.477	-12.85	17.87	-13.2	18.477
2325	0	0	2	49	-12.838	17.87	-12.138	17.87	-12.488	18.477	-12.838	17.87
2326	0	0	2	66	-12.477	18.477	-11.777	18.477	-12.127	17.87	-12.477	18.477
2327	0	0	2	51	-12.115	17.87	-11.415	17.87	-11.765	18.477	-12.115	17.87
2328	0	0	2	64	-11.754	18.477	-11.054	18.477	-11.404	17.87	-11.754	18.477
2329	0	0	2	53	-11.392	17.87	-10.692	17.87	-11.042	18.477	-11.392	17.87
2330	0	0	2	44	-11.031	18.477	-10.331	18.477	-10.681	17.87	-11.031	18.477
2331	0	0	2	32	-10.669	17.87	-9.969	17.87	-10.319	18.477	-10.669	17.87
2332	0	0	2	26	-10.307	18.477	-9.607	18.477	-9.957	17.87	-10.307	18.477
2333	0	0	2	15	-9.946	17.87	-9.246	17.87	-9.596	18.477	-9.946	17.87
2334	0	0	2	6	-9.584	18.477	-8.884	18.477	-9.234	17.87	-9.584	18.477
2335	0	0	2	0	-9.223	17.87	-8.523	17.87	-8.873	18.477	-9.223	17.87
2336	0	0	3	66	-8.861	18.477	-8.161	18.477	-8.511	17.87	-8.861	18.477
2337	0	0	3	60	-8.5	17.87	-7.8	17.87	-8.15	18.477	-8.5	17.87
2338	0	0	3	49	-8.138	18.477	-7.438	18.477	-7.788	17.87	-8.138	18.477
2339	0	0	3	42	-7.777	17.87	-7.077	17.87	-7.427	18.477	-7.777	17.87
2340	0	0	3	30	-7.415	18.477	-6.715	18.477	-7.065	17.87	-7.415	18.477
2341	0	0	3	24	-7.054	17.87	-6.354	17.87	-6.704	18.477	-7.054	17.87
2342	0	0	3	10	-6.692	18.477	-5.992	18.477	-6.342	17.87	-6.692	18.477
2343	0	0	3	13	-6.33	17.87	-5.63	17.87	-5.98	18.477	-6.33	17.87
2344	0	0	3	0	-5.969	18.477	-5.269	18.477	-5.619	17.87	-5.969	18.477
2345	0	0	3	15	-5.607	17.87	-4.907	17.87	-5.257	18.477	-5.607	17.87
2346	0	0	3	6	-5.246	18.477	-4.546	18.477	-4.896	17.87	-5.246	18.477
2347	0	0	3	17	-4.884	17.87	-4.184	17.87	-4.534	18.477	-4.884	17.87
2348	0	0	3	2	-4.523	18.477	-3.823	18.477	-4.173	17.87	-4.523	18.477
2349	0	0	3	19	-4.161	17.87	-3.461	17.87	-3.811	18.477	-4.161	17.87
2350	0	0	3	4	-3.8	18.477	-3.1	18.477	-3.45	17.87	-3.8	18.477
2351	0	0	3	8	-3.438	17.87	-2.738	17.87	-3.088	18.477	-3.438	17.87
2352	1	3	2	28	-3.077	18.477	-2.377	18.477	-2.727	17.87	-3.077	18.477
2353	1	3	2	40	-2.715	17.87	-2.015	17.87	-2.365	18.477	-2.715	17.87
2354	1	3	2	53	-2.353	18.477	-1.653	18.477	-2.003	17.87	-2.353	18.477
2355	1	3	2	64	-1.992	17.87	-1.292	17.87	-1.642	18.477	-1.992	17.87
2356	3	3	2	66	-1.63	18.477	-0.93	18.477	-1.28	17.87	-1.63	18.477
2357	3	3	2	58	-1.269	17.87	-0.569	17.87	-0.919	18.477	-1.269	17.87
2358	3	3	2	42	-0.907	18.477	-0.207	18.477	-0.557	17.87	-0.907	18.477
2359	3	3	2	26	-0.546	17.87	0.154	17.87	-0.196	18.477	-0.546	17.87
2360	3	3	2	29	-0.184	18.477	0.516	18.477	0.166	17.87	-0.184	18.477
2361	3	3	2	41	0.177	17.87	0.877	17.87	0.527	18.477	0.177	17.87
2362	3	3	2	54	0.539	18.477	1.239	18.477	0.889	17.87	0.539	18.477
2363	3	3	2	65	0.901	17.87	1.601	17.87	1.251	18.477	0.901	17.87
2364	1	3	2	67	1.262	18.477	1.962	18.477	1.612	17.87	1.262	18.477
2365	1	3	2	59	1.624	17.87	2.324	17.87	1.974	18.477	1.624	17.87
2366	1	3	2	43	1.985	18.477	2.685	18.477	2.335	17.87	1.985	18.477
2367	1	3	2	27	2.347	17.87	3.047	17.87	2.697	18.477	2.347	17.87
2368	2	0	0	58	2.708	18.477	3.408	18.477	3.058	17.87	2.708	18.477
2369	2	0	0	55	3.07	17.87	3.77	17.87	3.42	18.477	3.07	17.87
2370	2	0	0	60	3.431	18.477	4.131	18.477	3.781	17.87	3.431	18.477
2371	2	0	0	47	3.793	17.87	4.493	17.87	4.143	18.477	3.793	17.87
2372	2	0	0	62	4.154	18.477	4.854	18.477	4.504	17.87	4.154	18.477
2373	2	0	0	49	4.516	17.87	5.216	17.87	4.866	18.477	4.516	17.87
2374	2	0	0	66	4.878	18.477	5.578	18.477	5.228	17.87	4.878	18.477
2375	2	0	0	51	5.239	17.87	5.939	17.87	5.589	18.477	5.239	17.87
2376	2	0	0	64	5.601	18.477	6.301	18.477	5.951	17.87	5.601	18.477
2377	2	0	0	53	5.962	17.87	6.662	17.87	6.312	18.477	5.962	17.87
2378	2	0	0	44	6.324	18.477	7.024	18.477	6.674	17.87	6.324	18.477
2379	2	0	0	32	6.685	17.87	7.385	17.87	7.035	18.477	6.685	17.87
2380	2	0	0	26	7.047	18.477	7.747	18.477	7.397	17.87	7.047	18.477
2381	2	0	0	15	7.408	17.87	8.108	17.87	7.758	18.477	7.408	17.87
2382	2	0	0	6	7.77	18.477	8.47	18.477	8.12	17.87	7.77	18.477
2383	2	0	0	0	8.131	17.87	8.831	17.87	8.481	18.477	8.131	17.87
2384	2	0	1	66	8.493	18.477	9.193	18.477	8.843	17.87	8.493	18.477
2385	2	0	1	60	8.855	17.87	9.555	17.87	9.205	18.477	8.855	17.87
2386	2	0	1	49	9.216	18.477	9.916	18.477	9.566	17.87	9.216	18.477
2387	2	0	1	42	9.578	17.87	10.278	17.87	9.928	18.477	9.578	17.87
2388	2	0	1	30	9.939	18.477	10.639	18.477	10.289	17.87	9.939	18.477
2389	2	0	1	24	10.301	17.87	11.001	17.87	10.651	18.477	10.301	17.87
2390	2	0	1	10	10.662	18.477	11.362	18.477	11.012	17.87	10.662	18.477
