PadID	CoboID	AsadID	AgetID	ChannelID	y[0]	z[0]	y[1]	z[1]	y[2]	z[2]	y[3]	z[3]/cm
1071	1	1	3	8	-3.438	8.011	-2.738	8.011	-3.088	8.617	-3.438	8.011
1072	1	3	0	28	-3.077	8.617	-2.377	8.617	-2.727	8.011	-3.077	8.617
1073	1	3	0	40	-2.715	8.011	-2.015	8.011	-2.365	8.617	-2.715	8.011
1074	1	3	0	53	-2.353	8.617	-1.653	8.617	-2.003	8.011	-2.353	8.617
1075	1	3	0	64	-1.992	8.011	-1.292	8.011	-1.642	8.617	-1.992	8.011
1076	3	3	0	66	-1.63	8.617	-0.93	8.617	-1.28	8.011	-1.63	8.617
1077	3	3	0	58	-1.269	8.011	-0.569	8.011	-0.919	8.617	-1.269	8.011
1078	3	3	0	42	-0.907	8.617	-0.207	8.617	-0.557	8.011	-0.907	8.617
1079	3	3	0	26	-0.546	8.011	0.154	8.011	-0.196	8.617	-0.546	8.011
1080	3	3	0	29	-0.184	8.617	0.516	8.617	0.166	8.011	-0.184	8.617
1081	3	3	0	41	0.177	8.011	0.877	8.011	0.527	8.617	0.177	8.011
1082	3	3	0	54	0.539	8.617	1.239	8.617	0.889	8.011	0.539	8.617
1083	3	3	0	65	0.901	8.011	1.601	8.011	1.251	8.617	0.901	8.011
1084	1	3	0	67	1.262	8.617	1.962	8.617	1.612	8.011	1.262	8.617
1085	1	3	0	59	1.624	8.011	2.324	8.011	1.974	8.617	1.624	8.011
1086	1	3	0	43	1.985	8.617	2.685	8.617	2.335	8.011	1.985	8.617
1087	1	3	0	27	2.347	8.011	3.047	8.011	2.697	8.617	2.347	8.011
1088	3	1	0	58	2.708	8.617	3.408	8.617	3.058	8.011	2.708	8.617
1089	3	1	0	55	3.07	8.011	3.77	8.011	3.42	8.617	3.07	8.011
1090	3	1	0	60	3.431	8.617	4.131	8.617	3.781	8.011	3.431	8.617
1091	3	1	0	47	3.793	8.011	4.493	8.011	4.143	8.617	3.793	8.011
1092	3	1	0	62	4.154	8.617	4.854	8.617	4.504	8.011	4.154	8.617
1093	3	1	0	49	4.516	8.011	5.216	8.011	4.866	8.617	4.516	8.011
1094	3	1	0	66	4.878	8.617	5.578	8.617	5.228	8.011	4.878	8.617
1095	3	1	0	51	5.239	8.011	5.939	8.011	5.589	8.617	5.239	8.011
1096	3	1	0	64	5.601	8.617	6.301	8.617	5.951	8.011	5.601	8.617
1097	3	1	0	53	5.962	8.011	6.662	8.011	6.312	8.617	5.962	8.011
1098	3	1	0	44	6.324	8.617	7.024	8.617	6.674	8.011	6.324	8.617
1099	3	1	0	32	6.685	8.011	7.385	8.011	7.035	8.617	6.685	8.011
1100	3	1	0	26	7.047	8.617	7.747	8.617	7.397	8.011	7.047	8.617
1101	3	1	0	15	7.408	8.011	8.108	8.011	7.758	8.617	7.408	8.011
1102	3	1	0	6	7.77	8.617	8.47	8.617	8.12	8.011	7.77	8.617
1103	3	1	0	0	8.131	8.011	8.831	8.011	8.481	8.617	8.131	8.011
1104	3	1	1	66	8.493	8.617	9.193	8.617	8.843	8.011	8.493	8.617
1105	3	1	1	60	8.855	8.011	9.555	8.011	9.205	8.617	8.855	8.011
1106	3	1	1	49	9.216	8.617	9.916	8.617	9.566	8.011	9.216	8.617
1107	3	1	1	42	9.578	8.011	10.278	8.011	9.928	8.617	9.578	8.011
1108	3	1	1	30	9.939	8.617	10.639	8.617	10.289	8.011	9.939	8.617
1109	3	1	1	24	10.301	8.011	11.001	8.011	10.651	8.617	10.301	8.011
1110	3	1	1	10	10.662	8.617	11.362	8.617	11.012	8.011	10.662	8.617
1111	3	1	1	13	11.024	8.011	11.724	8.011	11.374	8.617	11.024	8.011
1112	3	1	1	0	11.385	8.617	12.085	8.617	11.735	8.011	11.385	8.617
1113	3	1	1	15	11.747	8.011	12.447	8.011	12.097	8.617	11.747	8.011
1114	3	1	1	6	12.108	8.617	12.808	8.617	12.458	8.011	12.108	8.617
1115	3	1	1	17	12.47	8.011	13.17	8.011	12.82	8.617	12.47	8.011
1116	3	1	1	2	12.832	8.617	13.532	8.617	13.182	8.011	12.832	8.617
1117	3	1	1	19	13.193	8.011	13.893	8.011	13.543	8.617	13.193	8.011
1118	3	1	1	4	13.555	8.617	14.255	8.617	13.905	8.011	13.555	8.617
1119	3	1	1	8	13.916	8.011	14.616	8.011	14.266	8.617	13.916	8.011
1120	1	1	2	59	-14.646	8.627	-13.946	8.627	-14.296	9.233	-14.646	8.627
1121	1	1	2	57	-14.284	9.233	-13.584	9.233	-13.934	8.627	-14.284	9.233
1122	1	1	2	61	-13.923	8.627	-13.223	8.627	-13.573	9.233	-13.923	8.627
1123	1	1	2	48	-13.561	9.233	-12.861	9.233	-13.211	8.627	-13.561	9.233
1124	1	1	2	67	-13.2	8.627	-12.5	8.627	-12.85	9.233	-13.2	8.627
1125	1	1	2	50	-12.838	9.233	-12.138	9.233	-12.488	8.627	-12.838	9.233
1126	1	1	2	63	-12.477	8.627	-11.777	8.627	-12.127	9.233	-12.477	8.627
1127	1	1	2	52	-12.115	9.233	-11.415	9.233	-11.765	8.627	-12.115	9.233
1128	1	1	2	65	-11.754	8.627	-11.054	8.627	-11.404	9.233	-11.754	8.627
1129	1	1	2	54	-11.392	9.233	-10.692	9.233	-11.042	8.627	-11.392	9.233
1130	1	1	2	46	-11.031	8.627	-10.331	8.627	-10.681	9.233	-11.031	8.627
1131	1	1	2	33	-10.669	9.233	-9.969	9.233	-10.319	8.627	-10.669	9.233
1132	1	1	2	27	-10.307	8.627	-9.607	8.627	-9.957	9.233	-10.307	8.627
1133	1	1	2	16	-9.946	9.233	-9.246	9.233	-9.596	8.627	-9.946	9.233
1134	1	1	2	7	-9.584	8.627	-8.884	8.627	-9.234	9.233	-9.584	8.627
1135	1	1	2	1	-9.223	9.233	-8.523	9.233	-8.873	8.627	-9.223	9.233
1136	1	1	3	67	-8.861	8.627	-8.161	8.627	-8.511	9.233	-8.861	8.627
1137	1	1	3	61	-8.5	9.233	-7.8	9.233	-8.15	8.627	-8.5	9.233
1138	1	1	3	50	-8.138	8.627	-7.438	8.627	-7.788	9.233	-8.138	8.627
1139	1	1	3	43	-7.777	9.233	-7.077	9.233	-7.427	8.627	-7.777	9.233
1140	1	1	3	31	-7.415	8.627	-6.715	8.627	-7.065	9.233	-7.415	8.627
1141	1	1	3	25	-7.054	9.233	-6.354	9.233	-6.704	8.627	-7.054	9.233
1142	1	1	3	12	-6.692	8.627	-5.992	8.627	-6.342	9.233	-6.692	8.627
1143	1	1	3	14	-6.33	9.233	-5.63	9.233	-5.98	8.627	-6.33	9.233
1144	1	1	3	1	-5.969	8.627	-5.269	8.627	-5.619	9.233	-5.969	8.627
1145	1	1	3	16	-5.607	9.233	-4.907	9.233	-5.257	8.627	-5.607	9.233
1146	1	1	3	7	-5.246	8.627	-4.546	8.627	-4.896	9.233	-5.246	8.627
1147	1	1	3	18	-4.884	9.233	-4.184	9.233	-4.534	8.627	-4.884	9.233
1148	1	1	3	3	-4.523	8.627	-3.823	8.627	-4.173	9.233	-4.523	8.627
1149	1	1	3	9	-4.161	9.233	-3.461	9.233	-3.811	8.627	-4.161	9.233
1150	1	1	3	5	-3.8	8.627	-3.1	8.627	-3.45	9.233	-3.8	8.627
1151	1	1	3	20	-3.438	9.233	-2.738	9.233	-3.088	8.627	-3.438	9.233
1152	1	3	0	30	-3.077	8.627	-2.377	8.627	-2.727	9.233	-3.077	8.627
1153	1	3	0	42	-2.715	9.233	-2.015	9.233	-2.365	8.627	-2.715	9.233
1154	1	3	0	55	-2.353	8.627	-1.653	8.627	-2.003	9.233	-2.353	8.627
1155	1	3	0	60	-1.992	9.233	-1.292	9.233	-1.642	8.627	-1.992	9.233
1156	3	3	0	60	-1.63	8.627	-0.93	8.627	-1.28	9.233	-1.63	8.627
1157	3	3	0	51	-1.269	9.233	-0.569	9.233	-0.919	8.627	-1.269	9.233
1158	3	3	0	44	-0.907	8.627	-0.207	8.627	-0.557	9.233	-0.907	8.627
1159	3	3	0	28	-0.546	9.233	0.154	9.233	-0.196	8.627	-0.546	9.233
1160	3	3	0	31	-0.184	8.627	0.516	8.627	0.166	9.233	-0.184	8.627
1161	3	3	0	43	0.177	9.233	0.877	9.233	0.527	8.627	0.177	9.233
1162	3	3	0	57	0.539	8.627	1.239	8.627	0.889	9.233	0.539	8.627
1163	3	3	0	61	0.901	9.233	1.601	9.233	1.251	8.627	0.901	9.233
1164	1	3	0	61	1.262	8.627	1.962	8.627	1.612	9.233	1.262	8.627
1165	1	3	0	52	1.624	9.233	2.324	9.233	1.974	8.627	1.624	9.233
1166	1	3	0	46	1.985	8.627	2.685	8.627	2.335	9.233	1.985	8.627
1167	1	3	0	29	2.347	9.233	3.047	9.233	2.697	8.627	2.347	9.233
1168	3	1	0	59	2.708	8.627	3.408	8.627	3.058	9.233	2.708	8.627
1169	3	1	0	57	3.07	9.233	3.77	9.233	3.42	8.627	3.07	9.233
1170	3	1	0	61	3.431	8.627	4.131	8.627	3.781	9.233	3.431	8.627
1171	3	1	0	48	3.793	9.233	4.493	9.233	4.143	8.627	3.793	9.233
1172	3	1	0	67	4.154	8.627	4.854	8.627	4.504	9.233	4.154	8.627
1173	3	1	0	50	4.516	9.233	5.216	9.233	4.866	8.627	4.516	9.233
1174	3	1	0	63	4.878	8.627	5.578	8.627	5.228	9.233	4.878	8.627
1175	3	1	0	52	5.239	9.233	5.939	9.233	5.589	8.627	5.239	9.233
1176	3	1	0	65	5.601	8.627	6.301	8.627	5.951	9.233	5.601	8.627
1177	3	1	0	54	5.962	9.233	6.662	9.233	6.312	8.627	5.962	9.233
1178	3	1	0	46	6.324	8.627	7.024	8.627	6.674	9.233	6.324	8.627
1179	3	1	0	33	6.685	9.233	7.385	9.233	7.035	8.627	6.685	9.233
1180	3	1	0	27	7.047	8.627	7.747	8.627	7.397	9.233	7.047	8.627
1181	3	1	0	16	7.408	9.233	8.108	9.233	7.758	8.627	7.408	9.233
1182	3	1	0	7	7.77	8.627	8.47	8.627	8.12	9.233	7.77	8.627
1183	3	1	0	1	8.131	9.233	8.831	9.233	8.481	8.627	8.131	9.233
1184	3	1	1	67	8.493	8.627	9.193	8.627	8.843	9.233	8.493	8.627
1185	3	1	1	61	8.855	9.233	9.555	9.233	9.205	8.627	8.855	9.233
1186	3	1	1	50	9.216	8.627	9.916	8.627	9.566	9.233	9.216	8.627
1187	3	1	1	43	9.578	9.233	10.278	9.233	9.928	8.627	9.578	9.233
1188	3	1	1	31	9.939	8.627	10.639	8.627	10.289	9.233	9.939	8.627
1189	3	1	1	25	10.301	9.233	11.001	9.233	10.651	8.627	10.301	9.233
1190	3	1	1	12	10.662	8.627	11.362	8.627	11.012	9.233	10.662	8.627
1191	3	1	1	14	11.024	9.233	11.724	9.233	11.374	8.627	11.024	9.233
1192	3	1	1	1	11.385	8.627	12.085	8.627	11.735	9.233	11.385	8.627
1193	3	1	1	16	11.747	9.233	12.447	9.233	12.097	8.627	11.747	9.233
1194	3	1	1	7	12.108	8.627	12.808	8.627	12.458	9.233	12.108	8.627
1195	3	1	1	18	12.47	9.233	13.17	9.233	12.82	8.627	12.47	9.233
1196	3	1	1	3	12.832	8.627	13.532	8.627	13.182	9.233	12.832	8.627
1197	3	1	1	9	13.193	9.233	13.893	9.233	13.543	8.627	13.193	9.233
1198	3	1	1	5	13.555	8.627	14.255	8.627	13.905	9.233	13.555	8.627
1199	3	1	1	20	13.916	9.233	14.616	9.233	14.266	8.627	13.916	9.233
1200	1	1	2	31	-14.646	9.849	-13.946	9.849	-14.296	9.243	-14.646	9.849
1201	1	1	2	43	-14.284	9.243	-13.584	9.243	-13.934	9.849	-14.284	9.243
1202	1	1	2	29	-13.923	9.849	-13.223	9.849	-13.573	9.243	-13.923	9.849
1203	1	1	2	41	-13.561	9.243	-12.861	9.243	-13.211	9.849	-13.561	9.243
1204	1	1	2	23	-13.2	9.849	-12.5	9.849	-12.85	9.243	-13.2	9.849
1205	1	1	2	39	-12.838	9.243	-12.138	9.243	-12.488	9.849	-12.838	9.243
1206	1	1	2	20	-12.477	9.849	-11.777	9.849	-12.127	9.243	-12.477	9.849
1207	1	1	2	37	-12.115	9.243	-11.415	9.243	-11.765	9.849	-12.115	9.243
1208	1	1	2	14	-11.754	9.849	-11.054	9.849	-11.404	9.243	-11.754	9.849
1209	1	1	2	35	-11.392	9.243	-10.692	9.243	-11.042	9.849	-11.392	9.243
1210	1	1	2	18	-11.031	9.849	-10.331	9.849	-10.681	9.243	-11.031	9.849
1211	1	1	2	25	-10.669	9.243	-9.969	9.243	-10.319	9.849	-10.669	9.243
1212	1	1	2	12	-10.307	9.849	-9.607	9.849	-9.957	9.243	-10.307	9.849
1213	1	1	2	9	-9.946	9.243	-9.246	9.243	-9.596	9.849	-9.946	9.243
1214	1	1	2	5	-9.584	9.849	-8.884	9.849	-9.234	9.243	-9.584	9.849
1215	1	1	2	3	-9.223	9.243	-8.523	9.243	-8.873	9.849	-9.223	9.243
1216	1	1	3	65	-8.861	9.849	-8.161	9.849	-8.511	9.243	-8.861	9.849
1217	1	1	3	63	-8.5	9.243	-7.8	9.243	-8.15	9.849	-8.5	9.243
1218	1	1	3	59	-8.138	9.849	-7.438	9.849	-7.788	9.243	-8.138	9.849
1219	1	1	3	54	-7.777	9.243	-7.077	9.243	-7.427	9.849	-7.777	9.243
1220	1	1	3	52	-7.415	9.849	-6.715	9.849	-7.065	9.243	-7.415	9.849
1221	1	1	3	37	-7.054	9.243	-6.354	9.243	-6.704	9.849	-7.054	9.243
1222	1	1	3	57	-6.692	9.849	-5.992	9.849	-6.342	9.243	-6.692	9.849
1223	1	1	3	35	-6.33	9.243	-5.63	9.243	-5.98	9.849	-6.33	9.243
1224	1	1	3	48	-5.969	9.849	-5.269	9.849	-5.619	9.243	-5.969	9.849
1225	1	1	3	33	-5.607	9.243	-4.907	9.243	-5.257	9.849	-5.607	9.243
1226	1	1	3	46	-5.246	9.849	-4.546	9.849	-4.896	9.243	-5.246	9.849
1227	1	1	3	29	-4.884	9.243	-4.184	9.243	-4.534	9.849	-4.884	9.243
1228	1	1	3	41	-4.523	9.849	-3.823	9.849	-4.173	9.243	-4.523	9.849
1229	1	1	3	27	-4.161	9.243	-3.461	9.243	-3.811	9.849	-4.161	9.243
1230	1	1	3	39	-3.8	9.849	-3.1	9.849	-3.45	9.243	-3.8	9.849
1231	1	1	3	23	-3.438	9.243	-2.738	9.243	-3.088	9.849	-3.438	9.243
1232	1	3	0	34	-3.077	9.849	-2.377	9.849	-2.727	9.243	-3.077	9.849
1233	1	3	0	49	-2.715	9.243	-2.015	9.243	-2.365	9.849	-2.715	9.243
1234	1	3	0	58	-2.353	9.849	-1.653	9.849	-2.003	9.243	-2.353	9.849
1235	1	3	0	62	-1.992	9.243	-1.292	9.243	-1.642	9.849	-1.992	9.243
1236	3	3	0	62	-1.63	9.849	-0.93	9.849	-1.28	9.243	-1.63	9.849
1237	3	3	0	49	-1.269	9.243	-0.569	9.243	-0.919	9.849	-1.269	9.243
1238	3	3	0	47	-0.907	9.849	-0.207	9.849	-0.557	9.243	-0.907	9.849
1239	3	3	0	34	-0.546	9.243	0.154	9.243	-0.196	9.849	-0.546	9.243
1240	3	3	0	35	-0.184	9.849	0.516	9.849	0.166	9.243	-0.184	9.849
1241	3	3	0	50	0.177	9.243	0.877	9.243	0.527	9.849	0.177	9.243
1242	3	3	0	59	0.539	9.849	1.239	9.849	0.889	9.243	0.539	9.849
1243	3	3	0	63	0.901	9.243	1.601	9.243	1.251	9.849	0.901	9.243
1244	1	3	0	63	1.262	9.849	1.962	9.849	1.612	9.243	1.262	9.849
1245	1	3	0	50	1.624	9.243	2.324	9.243	1.974	9.849	1.624	9.243
1246	1	3	0	48	1.985	9.849	2.685	9.849	2.335	9.243	1.985	9.849
1247	1	3	0	35	2.347	9.243	3.047	9.243	2.697	9.849	2.347	9.243
1248	3	1	0	31	2.708	9.849	3.408	9.849	3.058	9.243	2.708	9.849
1249	3	1	0	43	3.07	9.243	3.77	9.243	3.42	9.849	3.07	9.243
1250	3	1	0	29	3.431	9.849	4.131	9.849	3.781	9.243	3.431	9.849
1251	3	1	0	41	3.793	9.243	4.493	9.243	4.143	9.849	3.793	9.243
1252	3	1	0	23	4.154	9.849	4.854	9.849	4.504	9.243	4.154	9.849
1253	3	1	0	39	4.516	9.243	5.216	9.243	4.866	9.849	4.516	9.243
1254	3	1	0	20	4.878	9.849	5.578	9.849	5.228	9.243	4.878	9.849
1255	3	1	0	37	5.239	9.243	5.939	9.243	5.589	9.849	5.239	9.243
1256	3	1	0	14	5.601	9.849	6.301	9.849	5.951	9.243	5.601	9.849
1257	3	1	0	35	5.962	9.243	6.662	9.243	6.312	9.849	5.962	9.243
1258	3	1	0	18	6.324	9.849	7.024	9.849	6.674	9.243	6.324	9.849
1259	3	1	0	25	6.685	9.243	7.385	9.243	7.035	9.849	6.685	9.243
1260	3	1	0	12	7.047	9.849	7.747	9.849	7.397	9.243	7.047	9.849
1261	3	1	0	9	7.408	9.243	8.108	9.243	7.758	9.849	7.408	9.243
1262	3	1	0	5	7.77	9.849	8.47	9.849	8.12	9.243	7.77	9.849
1263	3	1	0	3	8.131	9.243	8.831	9.243	8.481	9.849	8.131	9.243
1264	3	1	1	65	8.493	9.849	9.193	9.849	8.843	9.243	8.493	9.849
1265	3	1	1	63	8.855	9.243	9.555	9.243	9.205	9.849	8.855	9.243
1266	3	1	1	59	9.216	9.849	9.916	9.849	9.566	9.243	9.216	9.849
1267	3	1	1	54	9.578	9.243	10.278	9.243	9.928	9.849	9.578	9.243
1268	3	1	1	52	9.939	9.849	10.639	9.849	10.289	9.243	9.939	9.849
1269	3	1	1	37	10.301	9.243	11.001	9.243	10.651	9.849	10.301	9.243
1270	3	1	1	57	10.662	9.849	11.362	9.849	11.012	9.243	10.662	9.849
1271	3	1	1	35	11.024	9.243	11.724	9.243	11.374	9.849	11.024	9.243
1272	3	1	1	48	11.385	9.849	12.085	9.849	11.735	9.243	11.385	9.849
1273	3	1	1	33	11.747	9.243	12.447	9.243	12.097	9.849	11.747	9.243
1274	3	1	1	46	12.108	9.849	12.808	9.849	12.458	9.243	12.108	9.849
1275	3	1	1	29	12.47	9.243	13.17	9.243	12.82	9.849	12.47	9.243
1276	3	1	1	41	12.832	9.849	13.532	9.849	13.182	9.243	12.832	9.849
1277	3	1	1	27	13.193	9.243	13.893	9.243	13.543	9.849	13.193	9.243
1278	3	1	1	39	13.555	9.849	14.255	9.849	13.905	9.243	13.555	9.849
1279	3	1	1	23	13.916	9.243	14.616	9.243	14.266	9.849	13.916	9.243
1280	1	2	0	30	-14.646	9.859	-13.946	9.859	-14.296	10.466	-14.646	9.859
1281	1	2	0	42	-14.284	10.466	-13.584	10.466	-13.934	9.859	-14.284	10.466
1282	1	2	0	28	-13.923	9.859	-13.223	9.859	-13.573	10.466	-13.923	9.859
1283	1	2	0	40	-13.561	10.466	-12.861	10.466	-13.211	9.859	-13.561	10.466
1284	1	2	0	21	-13.2	9.859	-12.5	9.859	-12.85	10.466	-13.2	9.859
1285	1	2	0	38	-12.838	10.466	-12.138	10.466	-12.488	9.859	-12.838	10.466
1286	1	2	0	19	-12.477	9.859	-11.777	9.859	-12.127	10.466	-12.477	9.859
1287	1	2	0	36	-12.115	10.466	-11.415	10.466	-11.765	9.859	-12.115	10.466
1288	1	2	0	13	-11.754	9.859	-11.054	9.859	-11.404	10.466	-11.754	9.859
1289	1	2	0	34	-11.392	10.466	-10.692	10.466	-11.042	9.859	-11.392	10.466
1290	1	2	0	17	-11.031	9.859	-10.331	9.859	-10.681	10.466	-11.031	9.859
1291	1	2	0	24	-10.669	10.466	-9.969	10.466	-10.319	9.859	-10.669	10.466
1292	1	2	0	10	-10.307	9.859	-9.607	9.859	-9.957	10.466	-10.307	9.859
1293	1	2	0	8	-9.946	10.466	-9.246	10.466	-9.596	9.859	-9.946	10.466
1294	1	2	0	4	-9.584	9.859	-8.884	9.859	-9.234	10.466	-9.584	9.859
1295	1	2	0	2	-9.223	10.466	-8.523	10.466	-8.873	9.859	-9.223	10.466
1296	1	2	1	64	-8.861	9.859	-8.161	9.859	-8.511	10.466	-8.861	9.859
1297	1	2	1	62	-8.5	10.466	-7.8	10.466	-8.15	9.859	-8.5	10.466
1298	1	2	1	58	-8.138	9.859	-7.438	9.859	-7.788	10.466	-8.138	9.859
1299	1	2	1	53	-7.777	10.466	-7.077	10.466	-7.427	9.859	-7.777	10.466
1300	1	2	1	51	-7.415	9.859	-6.715	9.859	-7.065	10.466	-7.415	9.859
1301	1	2	1	36	-7.054	10.466	-6.354	10.466	-6.704	9.859	-7.054	10.466
1302	1	2	1	55	-6.692	9.859	-5.992	9.859	-6.342	10.466	-6.692	9.859
1303	1	2	1	34	-6.33	10.466	-5.63	10.466	-5.98	9.859	-6.33	10.466
1304	1	2	1	47	-5.969	9.859	-5.269	9.859	-5.619	10.466	-5.969	9.859
1305	1	2	1	32	-5.607	10.466	-4.907	10.466	-5.257	9.859	-5.607	10.466
1306	1	2	1	44	-5.246	9.859	-4.546	9.859	-4.896	10.466	-5.246	9.859
1307	1	2	1	28	-4.884	10.466	-4.184	10.466	-4.534	9.859	-4.884	10.466
1308	1	2	1	40	-4.523	9.859	-3.823	9.859	-4.173	10.466	-4.523	9.859
1309	1	2	1	26	-4.161	10.466	-3.461	10.466	-3.811	9.859	-4.161	10.466
1310	1	2	1	38	-3.8	9.859	-3.1	9.859	-3.45	10.466	-3.8	9.859
1311	1	2	1	21	-3.438	10.466	-2.738	10.466	-3.088	9.859	-3.438	10.466
1312	1	3	3	32	-3.077	9.859	-2.377	9.859	-2.727	10.466	-3.077	9.859
1313	1	3	3	17	-2.715	10.466	-2.015	10.466	-2.365	9.859	-2.715	10.466
1314	1	3	3	8	-2.353	9.859	-1.653	9.859	-2.003	10.466	-2.353	9.859
1315	1	3	3	6	-1.992	10.466	-1.292	10.466	-1.642	9.859	-1.992	10.466
1316	3	3	3	4	-1.63	9.859	-0.93	9.859	-1.28	10.466	-1.63	9.859
1317	3	3	3	17	-1.269	10.466	-0.569	10.466	-0.919	9.859	-1.269	10.466
1318	3	3	3	19	-0.907	9.859	-0.207	9.859	-0.557	10.466	-0.907	9.859
1319	3	3	3	32	-0.546	10.466	0.154	10.466	-0.196	9.859	-0.546	10.466
1320	3	3	3	33	-0.184	9.859	0.516	9.859	0.166	10.466	-0.184	9.859
1321	3	3	3	18	0.177	10.466	0.877	10.466	0.527	9.859	0.177	10.466
1322	3	3	3	9	0.539	9.859	1.239	9.859	0.889	10.466	0.539	9.859
1323	3	3	3	7	0.901	10.466	1.601	10.466	1.251	9.859	0.901	10.466
1324	1	3	3	5	1.262	9.859	1.962	9.859	1.612	10.466	1.262	9.859
1325	1	3	3	18	1.624	10.466	2.324	10.466	1.974	9.859	1.624	10.466
1326	1	3	3	20	1.985	9.859	2.685	9.859	2.335	10.466	1.985	9.859
1327	1	3	3	33	2.347	10.466	3.047	10.466	2.697	9.859	2.347	10.466
1328	3	2	2	30	2.708	9.859	3.408	9.859	3.058	10.466	2.708	9.859
1329	3	2	2	42	3.07	10.466	3.77	10.466	3.42	9.859	3.07	10.466
1330	3	2	2	28	3.431	9.859	4.131	9.859	3.781	10.466	3.431	9.859
1331	3	2	2	40	3.793	10.466	4.493	10.466	4.143	9.859	3.793	10.466
1332	3	2	2	21	4.154	9.859	4.854	9.859	4.504	10.466	4.154	9.859
1333	3	2	2	38	4.516	10.466	5.216	10.466	4.866	9.859	4.516	10.466
1334	3	2	2	19	4.878	9.859	5.578	9.859	5.228	10.466	4.878	9.859
1335	3	2	2	36	5.239	10.466	5.939	10.466	5.589	9.859	5.239	10.466
1336	3	2	2	13	5.601	9.859	6.301	9.859	5.951	10.466	5.601	9.859
1337	3	2	2	34	5.962	10.466	6.662	10.466	6.312	9.859	5.962	10.466
1338	3	2	2	17	6.324	9.859	7.024	9.859	6.674	10.466	6.324	9.859
1339	3	2	2	24	6.685	10.466	7.385	10.466	7.035	9.859	6.685	10.466
1340	3	2	2	10	7.047	9.859	7.747	9.859	7.397	10.466	7.047	9.859
1341	3	2	2	8	7.408	10.466	8.108	10.466	7.758	9.859	7.408	10.466
1342	3	2	2	4	7.77	9.859	8.47	9.859	8.12	10.466	7.77	9.859
1343	3	2	2	2	8.131	10.466	8.831	10.466	8.481	9.859	8.131	10.466
1344	3	2	3	64	8.493	9.859	9.193	9.859	8.843	10.466	8.493	9.859
1345	3	2	3	62	8.855	10.466	9.555	10.466	9.205	9.859	8.855	10.466
1346	3	2	3	58	9.216	9.859	9.916	9.859	9.566	10.466	9.216	9.859
1347	3	2	3	53	9.578	10.466	10.278	10.466	9.928	9.859	9.578	10.466
1348	3	2	3	51	9.939	9.859	10.639	9.859	10.289	10.466	9.939	9.859
1349	3	2	3	36	10.301	10.466	11.001	10.466	10.651	9.859	10.301	10.466
1350	3	2	3	55	10.662	9.859	11.362	9.859	11.012	10.466	10.662	9.859
1351	3	2	3	34	11.024	10.466	11.724	10.466	11.374	9.859	11.024	10.466
1352	3	2	3	47	11.385	9.859	12.085	9.859	11.735	10.466	11.385	9.859
1353	3	2	3	32	11.747	10.466	12.447	10.466	12.097	9.859	11.747	10.466
1354	3	2	3	44	12.108	9.859	12.808	9.859	12.458	10.466	12.108	9.859
1355	3	2	3	28	12.47	10.466	13.17	10.466	12.82	9.859	12.47	10.466
1356	3	2	3	40	12.832	9.859	13.532	9.859	13.182	10.466	12.832	9.859
1357	3	2	3	26	13.193	10.466	13.893	10.466	13.543	9.859	13.193	10.466
1358	3	2	3	38	13.555	9.859	14.255	9.859	13.905	10.466	13.555	9.859
1359	3	2	3	21	13.916	10.466	14.616	10.466	14.266	9.859	13.916	10.466
1360	1	2	0	58	-14.646	11.082	-13.946	11.082	-14.296	10.476	-14.646	11.082
1361	1	2	0	55	-14.284	10.476	-13.584	10.476	-13.934	11.082	-14.284	10.476
1362	1	2	0	60	-13.923	11.082	-13.223	11.082	-13.573	10.476	-13.923	11.082
1363	1	2	0	47	-13.561	10.476	-12.861	10.476	-13.211	11.082	-13.561	10.476
1364	1	2	0	62	-13.2	11.082	-12.5	11.082	-12.85	10.476	-13.2	11.082
1365	1	2	0	49	-12.838	10.476	-12.138	10.476	-12.488	11.082	-12.838	10.476
1366	1	2	0	66	-12.477	11.082	-11.777	11.082	-12.127	10.476	-12.477	11.082
1367	1	2	0	51	-12.115	10.476	-11.415	10.476	-11.765	11.082	-12.115	10.476
1368	1	2	0	64	-11.754	11.082	-11.054	11.082	-11.404	10.476	-11.754	11.082
1369	1	2	0	53	-11.392	10.476	-10.692	10.476	-11.042	11.082	-11.392	10.476
1370	1	2	0	44	-11.031	11.082	-10.331	11.082	-10.681	10.476	-11.031	11.082
1371	1	2	0	32	-10.669	10.476	-9.969	10.476	-10.319	11.082	-10.669	10.476
1372	1	2	0	26	-10.307	11.082	-9.607	11.082	-9.957	10.476	-10.307	11.082
1373	1	2	0	15	-9.946	10.476	-9.246	10.476	-9.596	11.082	-9.946	10.476
1374	1	2	0	6	-9.584	11.082	-8.884	11.082	-9.234	10.476	-9.584	11.082
1375	1	2	0	0	-9.223	10.476	-8.523	10.476	-8.873	11.082	-9.223	10.476
1376	1	2	1	66	-8.861	11.082	-8.161	11.082	-8.511	10.476	-8.861	11.082
1377	1	2	1	60	-8.5	10.476	-7.8	10.476	-8.15	11.082	-8.5	10.476
1378	1	2	1	49	-8.138	11.082	-7.438	11.082	-7.788	10.476	-8.138	11.082
1379	1	2	1	42	-7.777	10.476	-7.077	10.476	-7.427	11.082	-7.777	10.476
